input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: I know if I were in his unit I 'd stay as far away from him as possible , and I sincerely hope [his] commander does n't let [him] near ANY weaponry whatsoever . Options: A. [him] has the alternate name [his] B. [him] is the spouse of [his] C. [him] has the parent [his] D. [him] is the parent of [his] E. [him] is the siblings of [his] F. [him] is the other family member of [his] G. [him] has no known relations to [his]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [He] was tried with [his] wife and three former Chongqing police associates , who will also hear their fate on Wednesday . Options: A. [He] has the alternate name [his] B. [He] is the spouse of [his] C. [He] has the parent [his] D. [He] is the parent of [his] E. [He] is the siblings of [his] F. [He] is the other family member of [his] G. [He] has no known relations to [his]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Moreira] , the investigator , said Souza was in the house when an acquaintance , a former police officer , strangled [Samudio] . Options: A. [Samudio] has the alternate name [Moreira] B. [Samudio] is the spouse of [Moreira] C. [Samudio] has the parent [Moreira] D. [Samudio] is the parent of [Moreira] E. [Samudio] is the siblings of [Moreira] F. [Samudio] is the other family member of [Moreira] G. [Samudio] has no known relations to [Moreira]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Chiafari] and another officer were the first to respond to [Herold] 's 911 call , and after the chimpanzee attacked his vehicle and opened the driver-side door in the driveway , Chiafari fatally shot Travis . Options: A. [Chiafari] has the alternate name [Herold] B. [Chiafari] is the spouse of [Herold] C. [Chiafari] has the parent [Herold] D. [Chiafari] is the parent of [Herold] E. [Chiafari] is the siblings of [Herold] F. [Chiafari] is the other family member of [Herold] G. [Chiafari] has no known relations to [Herold]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Zhu Zhixin , vice chairman of the [National Development and Reform Commission] , told reporters that consumer prices jumped 6.2 percent in September from [a year ago] , driven by higher food prices . Options: A. [National Development and Reform Commission] was founded in [a year ago] B. [National Development and Reform Commission] dissolved in [a year ago] C. [National Development and Reform Commission] has no known relations to [a year ago]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Xie] had been protected for years because she was the sister-in-law of the city 's long-serving deputy police chief , [Wen Qiang] , who was detained for investigation by the ruling Communist Party in August . Options: A. [Wen Qiang] has the alternate name [Xie] B. [Wen Qiang] is the spouse of [Xie] C. [Wen Qiang] has the parent [Xie] D. [Wen Qiang] is the parent of [Xie] E. [Wen Qiang] is the siblings of [Xie] F. [Wen Qiang] is the other family member of [Xie] G. [Wen Qiang] has no known relations to [Xie]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Foot traffic over [the weekend before Christmas] -- typically one of the heaviest of the year -- dropped 24 percent compared with last year , according to research firm [ShopperTrak] . Options: A. [ShopperTrak] was founded in [the weekend before Christmas] B. [ShopperTrak] dissolved in [the weekend before Christmas] C. [ShopperTrak] has no known relations to [the weekend before Christmas]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: The workers were threatening to blow up the factory and [its] stock of parts on July 31 unless Renault and PSA-Peugeot -- who accounted for 90 percent of their business -- paid 30,000 euros to each of the [366] laid-off employees . Options: A. [its] has the number of employees [366] B. [its] has no known relations to [366]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'org:number_of_employees/members', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: '' Let 's make sure [he] can catch his breath peacefully in the arms of relatives , '' Tilburg mayor Ivo Opstelten said on [Dutch] television . Options: A. [he] has the nationality [Dutch] B. [he] lives in the country [Dutch] C. [he] has no known relations to [Dutch]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Chen Bin , a senior official with the [National Development and Reform Commission] , the country 's [top economic planning agency] , said China was forecast to produce a record 12 million units for the whole of 2009 . Options: A. [National Development and Reform Commission] is also known as [top economic planning agency] B. [National Development and Reform Commission] has the member [top economic planning agency] C. [National Development and Reform Commission] is the member of [top economic planning agency] D. [National Development and Reform Commission] owns [top economic planning agency] E. [National Development and Reform Commission] has the parent company [top economic planning agency] F. [National Development and Reform Commission] has shares hold in [top economic planning agency] G. [National Development and Reform Commission] has no known relations to [top economic planning agency]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: '' Mother Nature was very unkind to retailers on [Saturday] , '' said Bill Martin , co-founder of [ShopperTrak] . Options: A. [ShopperTrak] was founded in [Saturday] B. [ShopperTrak] dissolved in [Saturday] C. [ShopperTrak] has no known relations to [Saturday]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: One of the strongest defenders of [Bibi] has been [Salman Taseer] , the governor of Punjab province , of which Lahore is the capital . Options: A. [Bibi] has the alternate name [Salman Taseer] B. [Bibi] is the spouse of [Salman Taseer] C. [Bibi] has the parent [Salman Taseer] D. [Bibi] is the parent of [Salman Taseer] E. [Bibi] is the siblings of [Salman Taseer] F. [Bibi] is the other family member of [Salman Taseer] G. [Bibi] has no known relations to [Salman Taseer]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
Determine which option can be inferred from the given Sentence.  Sentence: [Nir Rosen] in the [Asia Times] gives an overview of the current state of play with regard to the militant Shiite movement of Muqtada al-Sadr . Options: A. [Nir Rosen] studied in [Asia Times] B. [Nir Rosen] is the employee of [Asia Times] C. [Nir Rosen] has no known relations to [Asia Times]  Which option can be inferred from the given Sentence? Option:,C,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Correspondent for [American Free Press] and author of '' The New Jerusalem : Zionist Power in America '' , '' The High Priests of War , '' and '' Final Judgment , '' which details the Mossad role in the [JFK] assassination conspiracy . Options: A. [American Free Press] has the high level member [JFK] B. [American Free Press] was founded by [JFK] C. [American Free Press] has shares hold in [JFK] D. [American Free Press] has no known relations to [JFK]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation,0.0
Determine which option can be inferred from the given Sentence.  Sentence: [ShopperTrak] reported late Sunday that sales on Friday and Saturday combined rose 7.2 percent to $ 16.4 billion ( euro11 .07 billion ) from the same two-day period [a year ago] . Options: A. [ShopperTrak] was founded in [a year ago] B. [ShopperTrak] dissolved in [a year ago] C. [ShopperTrak] has no known relations to [a year ago]  Which option can be inferred from the given Sentence? Option:,C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Wen 's sister-in-law , [Xie Caiping] , was tried last week for running up to [20] gambling dens in Chongqing hotels and paying off police to turn a blind eye to her criminal activities that included illegal drug use , the Chongqing Evening Post reported . Options: A. [Xie Caiping] has the age [20] B. [Xie Caiping] has no known relations to [20]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Frances M. Jewels , Sycamore 's former finance chief , and Cheryl E. Kalinen , [once] Sycamore 's director of financial operations , agreed to settle the charges without admitting to or denying the allegations , as did a third former employee , Robin A. Friedman , once Sycamore 's director of human resources , whom the SEC alleged helped mislead [Sycamore] 's auditors . Options: A. [Sycamore] was founded in [once] B. [Sycamore] dissolved in [once] C. [Sycamore] has no known relations to [once]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: The current version did n't have the most auspicious launch : delayed for months , [Korey Rowe] stating that it contained deliberate errors as soon as it was out , SLC was online for a few months , my LC papers had been out for [a few months] , competing videos such as Press for Truth and 9/11 Mysteries , then in December , Avery and Bermas stating that their video contained errors and unsupportable claims and was n't representative of the truth movement . Options: A. [Korey Rowe] has the age [a few months] B. [Korey Rowe] has no known relations to [a few months]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: But [Wen] 's lavish tastes were nothing compared with the carnal appetites of [his] sister-in-law , Xie Caiping , known as '' the godmother of the Chongqing underworld . '' Options: A. [his] has the alternate name [Wen] B. [his] is the spouse of [Wen] C. [his] has the parent [Wen] D. [his] is the parent of [Wen] E. [his] is the siblings of [Wen] F. [his] is the other family member of [Wen] G. [his] has no known relations to [Wen]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
Determine which option can be inferred from the given Sentence.  Sentence: Sent to you by Behrooz via Google Reader : A Response to : EJB 3 and Spring Comparative Analysis via SpringSource Team Blog by [Mark Fisher] on 11/9/07 Last night I attended a New England Java User Group ( NEJUG ) meeting where [Reza Rahman] presented a '' comparative analysis '' of EJB 3 and Spring . Options: A. [Mark Fisher] has the alternate name [Reza Rahman] B. [Mark Fisher] is the spouse of [Reza Rahman] C. [Mark Fisher] has the parent [Reza Rahman] D. [Mark Fisher] is the parent of [Reza Rahman] E. [Mark Fisher] is the siblings of [Reza Rahman] F. [Mark Fisher] is the other family member of [Reza Rahman] G. [Mark Fisher] has no known relations to [Reza Rahman]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: That is basic , basic stuff that you learn before the instructor even hits ' play ' on Citizen Kane You 'd think if [he] was so interested in film he would set aside [6] or 7 seconds to read about it . Options: A. [he] has the age [6] B. [he] has no known relations to [6]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Salaam , represented by [Kunstler] at sentencing and in his unsuccessful appeals , got a [seven-year] term . Options: A. [Kunstler] has the age [seven-year] B. [Kunstler] has no known relations to [seven-year]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Diya , a Congolese immigrant who runs a bar in Perugia , was accused of [Meredith Kercher] 's gruesome [murder] by the victim 's American housemate , Amanda Knox , who worked for him part-time . Options: A. [Meredith Kercher] is convicted of [murder] B. [Meredith Kercher] has no known relations to [murder]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: The lower court also delivered verdicts on Huang Daiqiang , Zhao Liming and [Chen Tao] , the [three] former Chongqing police officers , in the same trial . Options: A. [Chen Tao] has the age [three] B. [Chen Tao] has no known relations to [three]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Loose Change vs. Mark Roberts & Ronald Wieck , Part 1 , Part 2 Jim Fetzer vs. Mark Roberts & Ronald Wieck , Part 1 , Part [2] , Part 3 [Richard Gage] vs. Ron Craig Options: A. [Richard Gage] has the age [2] B. [Richard Gage] has no known relations to [2]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Gonzalez] is the brother of Patricia Gonzalez , who stepped down Oct. 3 as attorney general of the border state of Chihuahua when a new [governor] took office . Options: A. [Gonzalez] is a [governor] B. [Gonzalez] has no known relations to [governor]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Arnold survives him , along with [three] children : James Bailey , her son from a previous relationship , whom Lange raised as [his] own ; William A. Lange ; and Joseph I. Lange . Options: A. [his] has the age [three] B. [his] has no known relations to [three]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: According to preliminary figures released by RCT [ShopperTrak] , a research firm that tracks total retail sales at more than 50,000 outlets , sales rose 3 percent to $ 10.6 billion on Black [Friday] -- the day after Thanksgiving that is traditionally one of the biggest shopping days of the year . Options: A. [ShopperTrak] was founded in [Friday] B. [ShopperTrak] dissolved in [Friday] C. [ShopperTrak] has no known relations to [Friday]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Cosponsored by [The Menil Collection] and KPFT , [Pacifica Radio] , 90.1 FM . Options: A. [The Menil Collection] is also known as [Pacifica Radio] B. [The Menil Collection] has the member [Pacifica Radio] C. [The Menil Collection] is the member of [Pacifica Radio] D. [The Menil Collection] owns [Pacifica Radio] E. [The Menil Collection] has the parent company [Pacifica Radio] F. [The Menil Collection] has shares hold in [Pacifica Radio] G. [The Menil Collection] has no known relations to [Pacifica Radio]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",no_relation,1.0
Determine which option can be inferred from the given Sentence.  Sentence: The [Abu Sayyaf] militants have been holding the 62-year-old [Eugenio Vagni] of the International Committee of the Red Cross in Jolo for five months . Options: A. [Eugenio Vagni] has the alternate name [Abu Sayyaf] B. [Eugenio Vagni] is the spouse of [Abu Sayyaf] C. [Eugenio Vagni] has the parent [Abu Sayyaf] D. [Eugenio Vagni] is the parent of [Abu Sayyaf] E. [Eugenio Vagni] is the siblings of [Abu Sayyaf] F. [Eugenio Vagni] is the other family member of [Abu Sayyaf] G. [Eugenio Vagni] has no known relations to [Abu Sayyaf]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
Determine which option can be inferred from the given Sentence.  Sentence: On the board I just came from a woman who worships [Bush] said it would have been '' abuse '' for [him] to get up and leave the room of children . Options: A. [him] has the alternate name [Bush] B. [him] is the spouse of [Bush] C. [him] has the parent [Bush] D. [him] is the parent of [Bush] E. [him] is the siblings of [Bush] F. [him] is the other family member of [Bush] G. [him] has no known relations to [Bush]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Lomax] recalls when , at age 13 , his mother moved him and his five [brothers] and sisters from Los Angeles , California , to Tuskegee , Alabama , to cover the civil rights movement for Nation magazine . Options: A. [Lomax] studied in [brothers] B. [Lomax] is the employee of [brothers] C. [Lomax] has no known relations to [brothers]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: Two weeks before her due date , supervisors told Hagemo [she] could stop working , but she needed to stay in her room up to the delivery and after , until she , [Dan] and the baby transferred to their new assignment : Seattle . Options: A. [she] has the alternate name [Dan] B. [she] is the spouse of [Dan] C. [she] has the parent [Dan] D. [she] is the parent of [Dan] E. [she] is the siblings of [Dan] F. [she] is the other family member of [Dan] G. [she] has no known relations to [Dan]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Louisiana] Gov. Bobby Jindal has said he believed Bardwell should lose his license , and the [National Urban League] called for an investigation into the incident by the U.S. Justice Department 's Civil Rights Division , saying in a statement that Bardwell 's actions were '' a huge step backward in social justice . '' Options: A. [National Urban League] is the member of [Louisiana] B. [National Urban League] has a headquarter in the state or province [Louisiana] C. [National Urban League] has no known relations to [Louisiana]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:member_of', 'B': 'org:stateorprovince_of_headquarters', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: '' Lou Rawls was the face of ' [The Evening of Stars] ' for a quarter of a century , '' [Lomax] reminded . Options: A. [Lomax] studied in [The Evening of Stars] B. [Lomax] is the employee of [The Evening of Stars] C. [Lomax] has no known relations to [The Evening of Stars]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: The [Dutch] newspaper Brabants Dagblad said Ruben had been on safari in South Africa with [his] mother Trudy , 41 , father Patrick , 40 , and brother Enzo . Options: A. [his] has the nationality [Dutch] B. [his] lives in the country [Dutch] C. [his] has no known relations to [Dutch]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: [She] moved to New York and , for her intermittent modeling career , took the name [Norris Church] . Options: A. [Norris Church] has the high level member [She] B. [Norris Church] was founded by [She] C. [Norris Church] has shares hold in [She] D. [Norris Church] has no known relations to [She]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: It includes members of the Los Angeles National Impeachment Center ( LANIC ) , CODEPINK , Troops Out Now Coalition , [World Ca n't Wait] , ANSWER , [Progressive Democrats of America] , the Green Party , Veterans for Peace , United for Peace and Justice , and others . Options: A. [Progressive Democrats of America] is also known as [World Ca n't Wait] B. [Progressive Democrats of America] has no known relations to [World Ca n't Wait]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'org:alternate_names', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: [Her] lawyer , Todd Kelly , says [he] believes that the government has finally been prodded into action only because of the public attention brought by her case . Options: A. [he] has the alternate name [Her] B. [he] is the spouse of [Her] C. [he] has the parent [Her] D. [he] is the parent of [Her] E. [he] is the siblings of [Her] F. [he] is the other family member of [Her] G. [he] has no known relations to [Her]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: He said he did n't remember Looking Cloud , [Graham] or Aquash , and he denied having a private conversation with Clark , [Graham] and Looking Cloud in a bedroom of his home , as his former wife , Cleo Gates , testified Friday . Options: A. [Graham] has the alternate name [Graham] B. [Graham] is the spouse of [Graham] C. [Graham] has the parent [Graham] D. [Graham] is the parent of [Graham] E. [Graham] is the siblings of [Graham] F. [Graham] is the other family member of [Graham] G. [Graham] has no known relations to [Graham]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: However , [she] did not have the Haitian papers required to take the children out of the country , and a Dominican diplomat told the AP he warned [her] the day the missionaries were arrested that without those papers she could be arrested . Options: A. [she] has the alternate name [her] B. [she] is the spouse of [her] C. [she] has the parent [her] D. [she] is the parent of [her] E. [she] is the siblings of [her] F. [she] is the other family member of [her] G. [she] has no known relations to [her]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Journalist [Nir Rosen] on How the U.S. Invasion of [Iraq] Has Led to Ethnic Cleansing , a Worsening Refugee Crisis and the Destabilization of the Middle East . Options: A. [Nir Rosen] was born in the country [Iraq] B. [Nir Rosen] has the nationality [Iraq] C. [Nir Rosen] died in the country [Iraq] D. [Nir Rosen] lives in the country [Iraq] E. [Nir Rosen] has no known relations to [Iraq]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: A preliminary autopsy deemed [Daniels] ' death a homicide caused by '' multiple sharp force injuries , '' said [Cherokee Ballard] , spokeswoman for the state Medical Examiner 's office . Options: A. [Daniels] has the alternate name [Cherokee Ballard] B. [Daniels] is the spouse of [Cherokee Ballard] C. [Daniels] has the parent [Cherokee Ballard] D. [Daniels] is the parent of [Cherokee Ballard] E. [Daniels] is the siblings of [Cherokee Ballard] F. [Daniels] is the other family member of [Cherokee Ballard] G. [Daniels] has no known relations to [Cherokee Ballard]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Concerning quake donations , Pang said they would be channeled to the quake zone by the Ministry of Civil Affairs and 15 other foundations , such as Red Cross Society of [China] , [China Charity Federation] , organized by the ministry according to the reconstruction plan . Options: A. [China] has the member [China Charity Federation] B. [China] is the member of [China Charity Federation] C. [China] has the parent company [China Charity Federation] D. [China] has a headquarter in the country [China Charity Federation] E. [China] has no known relations to [China Charity Federation]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:members', 'B': 'org:member_of', 'C': 'org:parents', 'D': 'org:country_of_headquarters', 'E': 'no_relation'}",no_relation,1.0
"Determine which option can be inferred from the given Sentence.  Sentence: Wen Qiang was detained in [August] and accused of protecting the gang operations masterminded by his sister-in-law , [Xie Caiping] , 46 , known as the '' godmother '' of the Chongqing underworld . Options: A. [Xie Caiping] has birthday on [August] B. [Xie Caiping] died in the date [August] C. [Xie Caiping] has no known relations to [August]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:date_of_birth', 'B': 'per:date_of_death', 'C': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: In all , [Countrywide] had mortgage applications waiting to be processed worth about $ 41 billion ( euro28 .07 billion ) as of Oct. 31 , down from $ 61 billion ( euro41 [.76 billion] ) in the year-ago month . Options: A. [Countrywide] has the number of employees [.76 billion] B. [Countrywide] has no known relations to [.76 billion]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'org:number_of_employees/members', 'B': 'no_relation'}",no_relation,0.0
"Determine which option can be inferred from the given Sentence.  Sentence: [He] formed his own company , TAU , for a while , sold part to Trimble , left Trimble to start a GPS business line at Motorola ( where he was also a VP ) , from there to Rand McNally in Chicago , and more recently to [NavTeq] . Options: A. [He] studied in [NavTeq] B. [He] is the employee of [NavTeq] C. [He] has no known relations to [NavTeq]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",no_relation,0.0
